id	category	recipe	ingredient	step
spicy-cumin-lamb-with-biang-biang-noodles:ground_cumin:7	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_cumin	7
spicy-cumin-lamb-with-biang-biang-noodles:fresh_cilantro:7	main-course	spicy-cumin-lamb-with-biang-biang-noodles	fresh_cilantro	7
spicy-cumin-lamb-with-biang-biang-noodles:ground_coriander:7	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_coriander	7
spicy-cumin-lamb-with-biang-biang-noodles:rice_wine_vinegar:7	main-course	spicy-cumin-lamb-with-biang-biang-noodles	rice_wine_vinegar	7
spicy-cumin-lamb-with-biang-biang-noodles:ground_white_pepper:7	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_white_pepper	7
spicy-cumin-lamb-with-biang-biang-noodles:toasted_sesame_oil:7	main-course	spicy-cumin-lamb-with-biang-biang-noodles	toasted_sesame_oil	7
spicy-cumin-lamb-with-biang-biang-noodles:salt:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	salt	8
spicy-cumin-lamb-with-biang-biang-noodles:flour:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	flour	8
spicy-cumin-lamb-with-biang-biang-noodles:garlic:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic	8
spicy-cumin-lamb-with-biang-biang-noodles:brown_sugar:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	brown_sugar	8
spicy-cumin-lamb-with-biang-biang-noodles:ginger:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ginger	8
spicy-cumin-lamb-with-biang-biang-noodles:noodles:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	noodles	8
spicy-cumin-lamb-with-biang-biang-noodles:soy_sauce:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	soy_sauce	8
spicy-cumin-lamb-with-biang-biang-noodles:garlic_powder:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic_powder	8
spicy-cumin-lamb-with-biang-biang-noodles:cumin:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cumin	8
spicy-cumin-lamb-with-biang-biang-noodles:canola_oil:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	canola_oil	8
spicy-cumin-lamb-with-biang-biang-noodles:red_onion:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	red_onion	8
spicy-cumin-lamb-with-biang-biang-noodles:ground_black_pepper:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_black_pepper	8
spicy-cumin-lamb-with-biang-biang-noodles:sake:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	sake	8
spicy-cumin-lamb-with-biang-biang-noodles:cayenne:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cayenne	8
spicy-cumin-lamb-with-biang-biang-noodles:chili_flakes:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	chili_flakes	8
spicy-cumin-lamb-with-biang-biang-noodles:lamb:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	lamb	8
spicy-cumin-lamb-with-biang-biang-noodles:ground_cumin:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_cumin	8
spicy-cumin-lamb-with-biang-biang-noodles:fresh_cilantro:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	fresh_cilantro	8
spicy-cumin-lamb-with-biang-biang-noodles:ground_coriander:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_coriander	8
spicy-cumin-lamb-with-biang-biang-noodles:rice_wine_vinegar:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	rice_wine_vinegar	8
spicy-cumin-lamb-with-biang-biang-noodles:ground_white_pepper:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_white_pepper	8
spicy-cumin-lamb-with-biang-biang-noodles:toasted_sesame_oil:8	main-course	spicy-cumin-lamb-with-biang-biang-noodles	toasted_sesame_oil	8
spicy-cumin-lamb-with-biang-biang-noodles:salt:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	salt	9
spicy-cumin-lamb-with-biang-biang-noodles:flour:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	flour	9
spicy-cumin-lamb-with-biang-biang-noodles:garlic:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic	9
spicy-cumin-lamb-with-biang-biang-noodles:brown_sugar:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	brown_sugar	9
spicy-cumin-lamb-with-biang-biang-noodles:ginger:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ginger	9
spicy-cumin-lamb-with-biang-biang-noodles:noodles:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	noodles	9
spicy-cumin-lamb-with-biang-biang-noodles:soy_sauce:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	soy_sauce	9
spicy-cumin-lamb-with-biang-biang-noodles:garlic_powder:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic_powder	9
spicy-cumin-lamb-with-biang-biang-noodles:cumin:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cumin	9
spicy-cumin-lamb-with-biang-biang-noodles:canola_oil:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	canola_oil	9
spicy-cumin-lamb-with-biang-biang-noodles:red_onion:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	red_onion	9
spicy-cumin-lamb-with-biang-biang-noodles:ground_black_pepper:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_black_pepper	9
spicy-cumin-lamb-with-biang-biang-noodles:sake:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	sake	9
spicy-cumin-lamb-with-biang-biang-noodles:cayenne:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cayenne	9
spicy-cumin-lamb-with-biang-biang-noodles:chili_flakes:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	chili_flakes	9
spicy-cumin-lamb-with-biang-biang-noodles:lamb:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	lamb	9
spicy-cumin-lamb-with-biang-biang-noodles:ground_cumin:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_cumin	9
spicy-cumin-lamb-with-biang-biang-noodles:fresh_cilantro:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	fresh_cilantro	9
spicy-cumin-lamb-with-biang-biang-noodles:ground_coriander:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_coriander	9
spicy-cumin-lamb-with-biang-biang-noodles:rice_wine_vinegar:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	rice_wine_vinegar	9
spicy-cumin-lamb-with-biang-biang-noodles:ground_white_pepper:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_white_pepper	9
spicy-cumin-lamb-with-biang-biang-noodles:toasted_sesame_oil:9	main-course	spicy-cumin-lamb-with-biang-biang-noodles	toasted_sesame_oil	9
spicy-cumin-lamb-with-biang-biang-noodles:salt:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	salt	10
spicy-cumin-lamb-with-biang-biang-noodles:flour:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	flour	10
spicy-cumin-lamb-with-biang-biang-noodles:garlic:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic	10
spicy-cumin-lamb-with-biang-biang-noodles:brown_sugar:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	brown_sugar	10
spicy-cumin-lamb-with-biang-biang-noodles:ginger:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ginger	10
spicy-cumin-lamb-with-biang-biang-noodles:noodles:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	noodles	10
spicy-cumin-lamb-with-biang-biang-noodles:soy_sauce:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	soy_sauce	10
spicy-cumin-lamb-with-biang-biang-noodles:garlic_powder:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic_powder	10
spicy-cumin-lamb-with-biang-biang-noodles:cumin:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cumin	10
spicy-cumin-lamb-with-biang-biang-noodles:canola_oil:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	canola_oil	10
spicy-cumin-lamb-with-biang-biang-noodles:red_onion:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	red_onion	10
spicy-cumin-lamb-with-biang-biang-noodles:ground_black_pepper:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_black_pepper	10
spicy-cumin-lamb-with-biang-biang-noodles:sake:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	sake	10
spicy-cumin-lamb-with-biang-biang-noodles:cayenne:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cayenne	10
spicy-cumin-lamb-with-biang-biang-noodles:chili_flakes:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	chili_flakes	10
spicy-cumin-lamb-with-biang-biang-noodles:lamb:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	lamb	10
spicy-cumin-lamb-with-biang-biang-noodles:ground_cumin:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_cumin	10
spicy-cumin-lamb-with-biang-biang-noodles:fresh_cilantro:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	fresh_cilantro	10
spicy-cumin-lamb-with-biang-biang-noodles:ground_coriander:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_coriander	10
spicy-cumin-lamb-with-biang-biang-noodles:rice_wine_vinegar:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	rice_wine_vinegar	10
spicy-cumin-lamb-with-biang-biang-noodles:ground_white_pepper:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_white_pepper	10
spicy-cumin-lamb-with-biang-biang-noodles:toasted_sesame_oil:10	main-course	spicy-cumin-lamb-with-biang-biang-noodles	toasted_sesame_oil	10
spicy-cumin-lamb-with-biang-biang-noodles:salt:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	salt	11
spicy-cumin-lamb-with-biang-biang-noodles:flour:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	flour	11
spicy-cumin-lamb-with-biang-biang-noodles:garlic:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic	11
spicy-cumin-lamb-with-biang-biang-noodles:brown_sugar:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	brown_sugar	11
spicy-cumin-lamb-with-biang-biang-noodles:ginger:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ginger	11
spicy-cumin-lamb-with-biang-biang-noodles:noodles:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	noodles	11
spicy-cumin-lamb-with-biang-biang-noodles:soy_sauce:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	soy_sauce	11
spicy-cumin-lamb-with-biang-biang-noodles:garlic_powder:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic_powder	11
spicy-cumin-lamb-with-biang-biang-noodles:cumin:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cumin	11
spicy-cumin-lamb-with-biang-biang-noodles:canola_oil:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	canola_oil	11
spicy-cumin-lamb-with-biang-biang-noodles:red_onion:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	red_onion	11
spicy-cumin-lamb-with-biang-biang-noodles:ground_black_pepper:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_black_pepper	11
spicy-cumin-lamb-with-biang-biang-noodles:sake:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	sake	11
spicy-cumin-lamb-with-biang-biang-noodles:cayenne:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cayenne	11
spicy-cumin-lamb-with-biang-biang-noodles:chili_flakes:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	chili_flakes	11
spicy-cumin-lamb-with-biang-biang-noodles:lamb:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	lamb	11
spicy-cumin-lamb-with-biang-biang-noodles:ground_cumin:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_cumin	11
spicy-cumin-lamb-with-biang-biang-noodles:fresh_cilantro:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	fresh_cilantro	11
spicy-cumin-lamb-with-biang-biang-noodles:ground_coriander:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_coriander	11
spicy-cumin-lamb-with-biang-biang-noodles:rice_wine_vinegar:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	rice_wine_vinegar	11
spicy-cumin-lamb-with-biang-biang-noodles:ground_white_pepper:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_white_pepper	11
spicy-cumin-lamb-with-biang-biang-noodles:toasted_sesame_oil:11	main-course	spicy-cumin-lamb-with-biang-biang-noodles	toasted_sesame_oil	11
spicy-cumin-lamb-with-biang-biang-noodles:salt:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	salt	12
spicy-cumin-lamb-with-biang-biang-noodles:flour:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	flour	12
spicy-cumin-lamb-with-biang-biang-noodles:garlic:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic	12
spicy-cumin-lamb-with-biang-biang-noodles:brown_sugar:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	brown_sugar	12
spicy-cumin-lamb-with-biang-biang-noodles:ginger:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ginger	12
spicy-cumin-lamb-with-biang-biang-noodles:noodles:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	noodles	12
spicy-cumin-lamb-with-biang-biang-noodles:soy_sauce:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	soy_sauce	12
spicy-cumin-lamb-with-biang-biang-noodles:garlic_powder:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic_powder	12
spicy-cumin-lamb-with-biang-biang-noodles:cumin:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cumin	12
spicy-cumin-lamb-with-biang-biang-noodles:canola_oil:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	canola_oil	12
spicy-cumin-lamb-with-biang-biang-noodles:red_onion:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	red_onion	12
spicy-cumin-lamb-with-biang-biang-noodles:ground_black_pepper:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_black_pepper	12
spicy-cumin-lamb-with-biang-biang-noodles:sake:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	sake	12
spicy-cumin-lamb-with-biang-biang-noodles:cayenne:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cayenne	12
spicy-cumin-lamb-with-biang-biang-noodles:chili_flakes:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	chili_flakes	12
spicy-cumin-lamb-with-biang-biang-noodles:lamb:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	lamb	12
spicy-cumin-lamb-with-biang-biang-noodles:ground_cumin:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_cumin	12
spicy-cumin-lamb-with-biang-biang-noodles:fresh_cilantro:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	fresh_cilantro	12
spicy-cumin-lamb-with-biang-biang-noodles:ground_coriander:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_coriander	12
spicy-cumin-lamb-with-biang-biang-noodles:rice_wine_vinegar:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	rice_wine_vinegar	12
spicy-cumin-lamb-with-biang-biang-noodles:ground_white_pepper:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_white_pepper	12
spicy-cumin-lamb-with-biang-biang-noodles:toasted_sesame_oil:12	main-course	spicy-cumin-lamb-with-biang-biang-noodles	toasted_sesame_oil	12
spicy-cumin-lamb-with-biang-biang-noodles:salt:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	salt	13
spicy-cumin-lamb-with-biang-biang-noodles:flour:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	flour	13
spicy-cumin-lamb-with-biang-biang-noodles:garlic:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic	13
spicy-cumin-lamb-with-biang-biang-noodles:brown_sugar:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	brown_sugar	13
spicy-cumin-lamb-with-biang-biang-noodles:ginger:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ginger	13
spicy-cumin-lamb-with-biang-biang-noodles:noodles:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	noodles	13
spicy-cumin-lamb-with-biang-biang-noodles:soy_sauce:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	soy_sauce	13
spicy-cumin-lamb-with-biang-biang-noodles:garlic_powder:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic_powder	13
spicy-cumin-lamb-with-biang-biang-noodles:cumin:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cumin	13
spicy-cumin-lamb-with-biang-biang-noodles:canola_oil:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	canola_oil	13
spicy-cumin-lamb-with-biang-biang-noodles:red_onion:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	red_onion	13
spicy-cumin-lamb-with-biang-biang-noodles:ground_black_pepper:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_black_pepper	13
spicy-cumin-lamb-with-biang-biang-noodles:sake:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	sake	13
spicy-cumin-lamb-with-biang-biang-noodles:cayenne:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cayenne	13
spicy-cumin-lamb-with-biang-biang-noodles:chili_flakes:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	chili_flakes	13
spicy-cumin-lamb-with-biang-biang-noodles:lamb:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	lamb	13
spicy-cumin-lamb-with-biang-biang-noodles:ground_cumin:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_cumin	13
spicy-cumin-lamb-with-biang-biang-noodles:fresh_cilantro:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	fresh_cilantro	13
spicy-cumin-lamb-with-biang-biang-noodles:ground_coriander:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_coriander	13
spicy-cumin-lamb-with-biang-biang-noodles:rice_wine_vinegar:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	rice_wine_vinegar	13
spicy-cumin-lamb-with-biang-biang-noodles:ground_white_pepper:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_white_pepper	13
spicy-cumin-lamb-with-biang-biang-noodles:toasted_sesame_oil:13	main-course	spicy-cumin-lamb-with-biang-biang-noodles	toasted_sesame_oil	13
spicy-cumin-lamb-with-biang-biang-noodles:salt:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	salt	14
spicy-cumin-lamb-with-biang-biang-noodles:flour:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	flour	14
spicy-cumin-lamb-with-biang-biang-noodles:garlic:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic	14
spicy-cumin-lamb-with-biang-biang-noodles:brown_sugar:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	brown_sugar	14
spicy-cumin-lamb-with-biang-biang-noodles:ginger:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ginger	14
spicy-cumin-lamb-with-biang-biang-noodles:noodles:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	noodles	14
spicy-cumin-lamb-with-biang-biang-noodles:soy_sauce:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	soy_sauce	14
spicy-cumin-lamb-with-biang-biang-noodles:garlic_powder:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic_powder	14
spicy-cumin-lamb-with-biang-biang-noodles:cumin:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cumin	14
spicy-cumin-lamb-with-biang-biang-noodles:canola_oil:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	canola_oil	14
spicy-cumin-lamb-with-biang-biang-noodles:red_onion:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	red_onion	14
spicy-cumin-lamb-with-biang-biang-noodles:ground_black_pepper:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_black_pepper	14
spicy-cumin-lamb-with-biang-biang-noodles:sake:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	sake	14
spicy-cumin-lamb-with-biang-biang-noodles:cayenne:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cayenne	14
spicy-cumin-lamb-with-biang-biang-noodles:chili_flakes:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	chili_flakes	14
spicy-cumin-lamb-with-biang-biang-noodles:lamb:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	lamb	14
spicy-cumin-lamb-with-biang-biang-noodles:ground_cumin:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_cumin	14
spicy-cumin-lamb-with-biang-biang-noodles:fresh_cilantro:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	fresh_cilantro	14
spicy-cumin-lamb-with-biang-biang-noodles:ground_coriander:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_coriander	14
spicy-cumin-lamb-with-biang-biang-noodles:rice_wine_vinegar:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	rice_wine_vinegar	14
spicy-cumin-lamb-with-biang-biang-noodles:ground_white_pepper:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_white_pepper	14
spicy-cumin-lamb-with-biang-biang-noodles:toasted_sesame_oil:14	main-course	spicy-cumin-lamb-with-biang-biang-noodles	toasted_sesame_oil	14
spicy-cumin-lamb-with-biang-biang-noodles:salt:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	salt	15
spicy-cumin-lamb-with-biang-biang-noodles:flour:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	flour	15
spicy-cumin-lamb-with-biang-biang-noodles:garlic:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic	15
spicy-cumin-lamb-with-biang-biang-noodles:brown_sugar:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	brown_sugar	15
spicy-cumin-lamb-with-biang-biang-noodles:ginger:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ginger	15
spicy-cumin-lamb-with-biang-biang-noodles:noodles:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	noodles	15
spicy-cumin-lamb-with-biang-biang-noodles:soy_sauce:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	soy_sauce	15
spicy-cumin-lamb-with-biang-biang-noodles:garlic_powder:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic_powder	15
spicy-cumin-lamb-with-biang-biang-noodles:cumin:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cumin	15
spicy-cumin-lamb-with-biang-biang-noodles:canola_oil:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	canola_oil	15
spicy-cumin-lamb-with-biang-biang-noodles:red_onion:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	red_onion	15
spicy-cumin-lamb-with-biang-biang-noodles:ground_black_pepper:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_black_pepper	15
spicy-cumin-lamb-with-biang-biang-noodles:sake:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	sake	15
spicy-cumin-lamb-with-biang-biang-noodles:cayenne:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cayenne	15
spicy-cumin-lamb-with-biang-biang-noodles:chili_flakes:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	chili_flakes	15
spicy-cumin-lamb-with-biang-biang-noodles:lamb:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	lamb	15
spicy-cumin-lamb-with-biang-biang-noodles:ground_cumin:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_cumin	15
spicy-cumin-lamb-with-biang-biang-noodles:fresh_cilantro:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	fresh_cilantro	15
spicy-cumin-lamb-with-biang-biang-noodles:ground_coriander:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_coriander	15
spicy-cumin-lamb-with-biang-biang-noodles:rice_wine_vinegar:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	rice_wine_vinegar	15
spicy-cumin-lamb-with-biang-biang-noodles:ground_white_pepper:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_white_pepper	15
spicy-cumin-lamb-with-biang-biang-noodles:toasted_sesame_oil:15	main-course	spicy-cumin-lamb-with-biang-biang-noodles	toasted_sesame_oil	15
spicy-cumin-lamb-with-biang-biang-noodles:salt:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	salt	16
spicy-cumin-lamb-with-biang-biang-noodles:flour:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	flour	16
spicy-cumin-lamb-with-biang-biang-noodles:garlic:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic	16
spicy-cumin-lamb-with-biang-biang-noodles:brown_sugar:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	brown_sugar	16
spicy-cumin-lamb-with-biang-biang-noodles:ginger:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ginger	16
spicy-cumin-lamb-with-biang-biang-noodles:noodles:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	noodles	16
spicy-cumin-lamb-with-biang-biang-noodles:soy_sauce:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	soy_sauce	16
spicy-cumin-lamb-with-biang-biang-noodles:garlic_powder:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	garlic_powder	16
spicy-cumin-lamb-with-biang-biang-noodles:cumin:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cumin	16
spicy-cumin-lamb-with-biang-biang-noodles:canola_oil:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	canola_oil	16
spicy-cumin-lamb-with-biang-biang-noodles:red_onion:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	red_onion	16
spicy-cumin-lamb-with-biang-biang-noodles:ground_black_pepper:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_black_pepper	16
spicy-cumin-lamb-with-biang-biang-noodles:sake:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	sake	16
spicy-cumin-lamb-with-biang-biang-noodles:cayenne:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	cayenne	16
spicy-cumin-lamb-with-biang-biang-noodles:chili_flakes:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	chili_flakes	16
spicy-cumin-lamb-with-biang-biang-noodles:lamb:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	lamb	16
spicy-cumin-lamb-with-biang-biang-noodles:ground_cumin:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_cumin	16
spicy-cumin-lamb-with-biang-biang-noodles:fresh_cilantro:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	fresh_cilantro	16
spicy-cumin-lamb-with-biang-biang-noodles:ground_coriander:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_coriander	16
spicy-cumin-lamb-with-biang-biang-noodles:rice_wine_vinegar:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	rice_wine_vinegar	16
spicy-cumin-lamb-with-biang-biang-noodles:ground_white_pepper:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	ground_white_pepper	16
spicy-cumin-lamb-with-biang-biang-noodles:toasted_sesame_oil:16	main-course	spicy-cumin-lamb-with-biang-biang-noodles	toasted_sesame_oil	16
